user_name,Team,HS,Total_Points,Post_count,ec,FNG1,FNG5,FNG_VQ
5-Putt,Vixen,0,104,24,11,<NA>,<NA>,<NA>
Algorithm,Comet,10,152,21,20,<NA>,<NA>,<NA>
And1,Dancer,0,11,0,0,<NA>,<NA>,<NA>
BABYMOMMA,Dasher,10,203,23,42,<NA>,<NA>,<NA>
BORG,Dasher,0,32,8,3,3,5,0
Backstreet,Rudolph,0,53,10,6,<NA>,<NA>,<NA>
Bambino,Comet,0,47,6,3,3,5,<NA>
Bedpan,Donner,10,248,28,41,<NA>,<NA>,<NA>
Blue Gill,Vixen,0,217,26,27,<NA>,<NA>,<NA>
Bob Villa,Comet,10,342,44,71,<NA>,<NA>,<NA>
BoilerUp,Rudolph,10,44,6,13,<NA>,<NA>,<NA>
Boomer,Prancer,20,337,34,63,<NA>,<NA>,<NA>
Boston Butt,Dancer,0,17,3,3,<NA>,<NA>,<NA>
Broomstick,Vixen,10,139,16,46,<NA>,<NA>,<NA>
Bunker,Cupid,0,104,15,32,<NA>,<NA>,<NA>
Caboose,Cupid,0,115,17,0,<NA>,<NA>,<NA>
Candy Man,Cupid,0,40,10,2,<NA>,<NA>,<NA>
Celine Dion,Rudolph,0,168,28,9,<NA>,<NA>,<NA>
Celler Dweller,Donner,0,101,17,5,<NA>,<NA>,<NA>
Chernobyl,Cupid,0,12,2,3,3,0,0
Choco Taco,Comet,10,131,10,39,3,5,<NA>
Chum Bucket,Donner,20,314,33,52,<NA>,<NA>,<NA>
Cinderella,Dancer,20,245,28,43,<NA>,<NA>,<NA>
Circuit City,Prancer,0,32,9,2,3,5,0
Corner Kick,Donner,0,116,16,25,<NA>,<NA>,<NA>
Cowbell,Rudolph,0,50,10,0,<NA>,<NA>,<NA>
Crotch Rocket,Dancer,10,16,2,0,3,0,0
Cutler,Dancer,20,302,32,79,<NA>,<NA>,<NA>
DJ Sump Pump,Comet,10,204,34,10,<NA>,<NA>,<NA>
Dan-D-LION,Rudolph,0,6,2,0,3,0,<NA>
Danica,Comet,0,103,21,0,3,5,<NA>
Dauber,Comet,20,505,68,84,<NA>,<NA>,<NA>
Dear Abby,Dancer,0,152,20,30,<NA>,<NA>,<NA>
Deliverance,Prancer,0,84,17,0,<NA>,<NA>,<NA>
Den Mother,Vixen,0,66,10,3,<NA>,<NA>,<NA>
Depends (3rdF Q),Prancer,20,347,39,73,<NA>,<NA>,<NA>
Derailed,Blitzen,0,80,11,31,<NA>,<NA>,<NA>
Dilbert,Prancer,0,251,25,60,<NA>,<NA>,<NA>
Dilly Dilly,Vixen,0,171,24,39,<NA>,<NA>,<NA>
Dog House,Dasher,20,497,70,81,<NA>,<NA>,<NA>
Doozie,Dasher,20,304,34,59,<NA>,<NA>,<NA>
Double dipper,Cupid,0,14,2,0,3,0,0
Dr. Loco,Rudolph,0,6,2,0,3,0,0
Drive By,Dasher,0,48,7,3,<NA>,<NA>,<NA>
Duck Hunt,Cupid,10,221,28,57,<NA>,<NA>,<NA>
Dungeon Master,Prancer,0,3,1,0,3,0,0
Eleanor,Dancer,0,19,2,0,3,0,0
Ferkus,Prancer,0,5,0,0,<NA>,<NA>,<NA>
Fire Hose,Comet,0,33,5,0,3,5,<NA>
Fish Tape,Vixen,0,47,14,0,<NA>,<NA>,<NA>
Flo,Prancer,0,84,15,31,<NA>,<NA>,<NA>
Foghorn,Dancer,20,260,27,51,<NA>,<NA>,<NA>
Folgers,Rudolph,10,78,8,24,<NA>,<NA>,<NA>
Foreclosure,Rudolph,20,229,23,62,<NA>,<NA>,<NA>
Foundation,Blitzen,0,39,5,6,<NA>,<NA>,<NA>
Four Square,Dancer,0,3,0,3,<NA>,<NA>,<NA>
Frontier,Comet,20,132,10,27,<NA>,<NA>,<NA>
Ginga,Vixen,0,32,9,0,<NA>,<NA>,<NA>
Glass Slipper,Prancer,0,14,3,0,3,0,0
Go Daddy,Vixen,0,14,2,0,3,0,<NA>
Gopher,Blitzen,10,35,4,3,<NA>,<NA>,<NA>
Great Clips,Cupid,0,11,1,0,<NA>,<NA>,<NA>
Grinch,Dasher,0,3,0,0,<NA>,<NA>,<NA>
Griner,Comet,0,5,0,0,<NA>,<NA>,<NA>
GrubX (CMW),Cupid,10,73,15,6,<NA>,<NA>,<NA>
Grunts,Rudolph,0,23,4,9,3,0,0
HGTV,Donner,0,12,3,0,<NA>,<NA>,<NA>
Hackman,Vixen,0,40,10,2,<NA>,<NA>,<NA>
HandsOn,Dancer,0,21,6,0,3,5,0
Hanger,Donner,10,169,23,39,<NA>,<NA>,<NA>
Hank Hill,Prancer,10,422,52,81,<NA>,<NA>,<NA>
Happy Camper,Comet,20,283,29,52,<NA>,<NA>,<NA>
Hat Trick,Vixen,0,95,15,21,<NA>,<NA>,<NA>
Hatchet (Lizard Q),Comet,0,111,15,18,<NA>,<NA>,<NA>
Heifer,Comet,0,43,9,0,3,5,<NA>
Hodl,Dancer,20,393,44,79,<NA>,<NA>,<NA>
Homer Simpson,Rudolph,0,68,7,6,<NA>,<NA>,<NA>
Hot Boxx,Prancer,0,11,1,0,<NA>,<NA>,<NA>
Hot Lava,Comet,10,420,53,81,<NA>,<NA>,<NA>
Hot Pants,Comet,0,9,2,0,3,0,0
Hydrant,Vixen,0,7,1,1,<NA>,<NA>,<NA>
Italian Ice,Rudolph,0,83,20,3,<NA>,<NA>,<NA>
Jellystone,Dasher,20,186,19,45,<NA>,<NA>,<NA>
John Denver,Donner,10,103,15,34,<NA>,<NA>,<NA>
Juanita,Donner,20,213,26,45,<NA>,<NA>,<NA>
Jugz,Comet,0,15,2,3,3,0,0
Just Dance,Blitzen,10,99,12,33,<NA>,<NA>,<NA>
Kidney Beans,Blitzen,0,71,14,24,<NA>,<NA>,<NA>
Kindle,Vixen,0,9,2,3,3,0,0
LaRussa,Dasher,0,33,4,6,<NA>,<NA>,<NA>
Laces Out,Cupid,0,23,6,0,<NA>,<NA>,<NA>
Large Marge,Donner,0,9,2,0,<NA>,<NA>,<NA>
Liberty Biberty,Prancer,0,114,18,29,<NA>,<NA>,<NA>
Lot lizard,Cupid,0,23,3,6,<NA>,<NA>,<NA>
Mahomes,Comet,20,395,45,72,<NA>,<NA>,<NA>
Manhole,Comet,20,428,54,81,<NA>,<NA>,<NA>
Mapquest,Rudolph,0,24,8,0,<NA>,<NA>,<NA>
Martha Stewart,Dancer,10,39,8,5,3,5,0
Meta,Comet,20,446,58,78,<NA>,<NA>,<NA>
Moist,Donner,0,95,16,34,<NA>,<NA>,<NA>
Morticia,Blitzen,0,103,21,15,<NA>,<NA>,<NA>
Mr. Belding,Donner,0,96,15,33,<NA>,<NA>,<NA>
Mr. Kotter,Donner,10,160,26,24,<NA>,<NA>,<NA>
Napster,Rudolph,10,187,24,30,<NA>,<NA>,<NA>
Nemo,Prancer,20,273,30,64,<NA>,<NA>,<NA>
Nickelback,Rudolph,0,39,6,0,<NA>,<NA>,<NA>
Norm,Dasher,20,222,27,51,<NA>,<NA>,<NA>
Old Maid,Dasher,0,153,21,12,<NA>,<NA>,<NA>
Olive Oyl,Dasher,0,98,11,6,<NA>,<NA>,<NA>
Ollie,Vixen,0,8,1,0,<NA>,<NA>,<NA>
Otto Man,Cupid,0,15,5,0,<NA>,<NA>,<NA>
Ozark,Dancer,0,19,3,2,<NA>,<NA>,<NA>
PFG,Prancer,10,119,22,12,<NA>,<NA>,<NA>
Party in a bottle,Dancer,10,137,19,15,<NA>,<NA>,<NA>
Pearl,Comet,10,197,21,30,<NA>,<NA>,<NA>
Peashooter,Donner,0,64,11,18,<NA>,<NA>,<NA>
Pee Wee Herman,Blitzen,0,98,23,8,<NA>,<NA>,<NA>
Peterbilt,Comet,0,296,48,11,<NA>,<NA>,<NA>
Phoenix,Dancer,0,213,33,9,<NA>,<NA>,<NA>
Picasso,Cupid,0,136,20,54,<NA>,<NA>,<NA>
Pit Boss,Donner,0,42,8,10,3,5,0
Pop-Tart,Dancer,0,237,31,26,<NA>,<NA>,<NA>
Pull-up,Comet,20,262,25,59,<NA>,<NA>,<NA>
Quatro,Vixen,0,70,13,5,<NA>,<NA>,<NA>
Rabbit,Rudolph,0,15,5,0,3,5,0
Ricochet,Dancer,0,274,37,84,<NA>,<NA>,<NA>
Ricola,Rudolph,20,297,34,60,<NA>,<NA>,<NA>
Ringo,Rudolph,20,213,25,19,<NA>,<NA>,<NA>
Rooney,Dasher,10,152,22,36,<NA>,<NA>,<NA>
Safety Meeting,Dancer,0,12,2,6,<NA>,<NA>,<NA>
Sailer Moon,Blitzen,0,6,2,0,<NA>,<NA>,<NA>
Scat,Dasher,0,37,4,0,<NA>,<NA>,<NA>
Schlitz,Blitzen,10,257,25,47,<NA>,<NA>,<NA>
Scratch and Dent,Dasher,20,427,52,80,<NA>,<NA>,<NA>
Scuba Steve,Vixen,0,137,23,16,<NA>,<NA>,<NA>
Second Best,Comet,0,31,5,3,3,5,<NA>
Sensodyne,Prancer,10,50,9,10,<NA>,<NA>,<NA>
Shankapotomus,Comet,0,92,17,3,<NA>,<NA>,<NA>
Singer,Cupid,10,141,21,40,<NA>,<NA>,<NA>
Six Sheets,Comet,0,147,23,42,3,5,<NA>
Sizzler,Cupid,0,52,12,3,<NA>,<NA>,<NA>
SkidMark,Blitzen,0,53,12,17,<NA>,<NA>,<NA>
Slapshot,Rudolph,0,84,20,0,<NA>,<NA>,<NA>
Slinky,Prancer,0,18,3,3,3,0,<NA>
Sloppy Joe,Prancer,0,18,6,0,<NA>,<NA>,<NA>
SoccerMom,Vixen,0,32,8,0,3,5,<NA>
Soft Hands,Cupid,10,263,28,69,<NA>,<NA>,<NA>
Sparkler,Cupid,0,166,20,59,<NA>,<NA>,<NA>
Sparky,Dancer,20,316,29,81,<NA>,<NA>,<NA>
Spike Horn,Cupid,0,65,11,9,<NA>,<NA>,<NA>
Spirit,Cupid,0,11,2,0,<NA>,<NA>,<NA>
Spit Valve,Prancer,20,442,54,84,<NA>,<NA>,<NA>
Stitch,Vixen,0,22,6,4,3,5,0
Storm Chaser,Donner,0,252,35,40,<NA>,<NA>,<NA>
TPS Report,Vixen,0,25,3,13,3,0,<NA>
The Vault,Prancer,0,34,6,0,3,5,0
The Worm,Prancer,0,75,14,8,<NA>,<NA>,<NA>
Thesaurus,Dancer,0,58,10,0,<NA>,<NA>,<NA>
Tighty Whities,Comet,0,130,19,11,3,5,<NA>
Tinfoil,Prancer,10,112,20,21,3,5,<NA>
Toby,Comet,0,11,1,0,3,0,<NA>
Trickle,Donner,0,42,6,6,<NA>,<NA>,<NA>
Trifecta,Dasher,0,107,10,33,<NA>,<NA>,<NA>
Trojan,Dasher,0,22,4,0,3,0,<NA>
TruGreen,Dancer,0,81,7,0,<NA>,<NA>,<NA>
Tweety,Vixen,0,84,14,33,<NA>,<NA>,<NA>
UPS,Dasher,0,207,25,42,<NA>,<NA>,<NA>
Underdog,Rudolph,0,112,20,39,<NA>,<NA>,<NA>
Waffle House,Dancer,0,72,13,0,3,5,0
Wet Bandit,Prancer,0,15,3,3,<NA>,<NA>,<NA>
Wing Stop (F3 Naperville),Comet,0,108,18,9,<NA>,<NA>,<NA>
Woody,Blitzen,0,22,5,2,<NA>,<NA>,<NA>
Xena- Warrior Princess,Blitzen,0,87,12,0,<NA>,<NA>,<NA>
YellowPages,Prancer,10,223,29,26,<NA>,<NA>,<NA>
Zimmer,Dasher,10,229,27,45,<NA>,<NA>,<NA>
fuzzy navel,Donner,20,172,11,24,<NA>,<NA>,<NA>
pep boys,Comet,0,3,1,0,3,0,<NA>
vern,Vixen,0,115,20,26,<NA>,<NA>,<NA>